img_path,label
oregon_wildlife/deer/e867625a61f3f83921.jpg,3
oregon_wildlife/red_fox/8a817452e1ad67dab5.jpg,7
oregon_wildlife/black_bear/2f017170640b838b78.jpg,1
oregon_wildlife/raven/fca560f4b03a2fe89a.jpg,6
oregon_wildlife/sea_lions/9e15ece2d37bc85078.jpg,8
oregon_wildlife/sea_lions/5da6e9bc23e94bf3b0.jpg,8
oregon_wildlife/raven/e602a2c44037abe1cc.jpg,6
oregon_wildlife/bald_eagle/48dde5c1d98644bf1d.jpg,0
oregon_wildlife/bald_eagle/508fa6c79a91152c2f.jpg,0
oregon_wildlife/cougar/cb3cb6ca6bffcf6144.jpg,2
oregon_wildlife/nutria/13b9a805e013c09256.jpg,4
oregon_wildlife/nutria/9b6bbdcb91f5446ef9.png,4
oregon_wildlife/deer/b91af082c03b656517.jpg,3
oregon_wildlife/raven/649f1c4e914c458eb9.jpg,6
oregon_wildlife/nutria/442849f96fa79354cf.jpg,4
oregon_wildlife/black_bear/bbc81008cd9f52593c.jpg,1
oregon_wildlife/red_fox/23e69d72e241c35c3c.jpg,7
oregon_wildlife/nutria/93013c19e619407cec.JPG,4
oregon_wildlife/cougar/4217af2954b0676a84.jpg,2
oregon_wildlife/virginia_opossum/01bae659ed0a838317.jpg,9
oregon_wildlife/virginia_opossum/1024754cfe0e27c487.jpg,9
oregon_wildlife/raccoon/442b72b8ed47554808.jpg,5
oregon_wildlife/red_fox/18e5cab5e4a2d63cee.jpg,7
oregon_wildlife/black_bear/3d4271482cf304ab5f.jpg,1
oregon_wildlife/virginia_opossum/cbba70cca2b79862a6.jpg,9
oregon_wildlife/raccoon/3b3804a12b641e3a0d.jpg,5
oregon_wildlife/cougar/a0beab16300c77f47c.jpg,2
oregon_wildlife/sea_lions/f01c6ee6cfbd4d6558.jpg,8
oregon_wildlife/deer/92a038de2a50c64bec.jpg,3
oregon_wildlife/deer/9f7c422fbe40fb25b7.jpg,3
oregon_wildlife/bald_eagle/6563ea32e0bad76949.jpg,0
oregon_wildlife/nutria/cce76eb5546e32c5a7.jpg,4
oregon_wildlife/raccoon/cc160946d0a8f52ef4.png,5
oregon_wildlife/raccoon/26191a158acaf26806.jpg,5
oregon_wildlife/virginia_opossum/3d97ec86546f5d3f1d.JPG,9
oregon_wildlife/raven/b7c39c9d83ae4ae3e8.jpg,6
oregon_wildlife/nutria/a5f2cce433d36d0ffb.jpg,4
oregon_wildlife/sea_lions/d7424e12bdeb869aed.jpg,8
oregon_wildlife/raccoon/62242935092fe7c069.jpg,5
oregon_wildlife/virginia_opossum/9b4b182de2362f9dd2.png,9
oregon_wildlife/bald_eagle/bef7f6634cb04968e2.jpg,0
oregon_wildlife/sea_lions/52db10adcfd771235c.jpg,8
oregon_wildlife/virginia_opossum/89eb8f246bf728b5b5.jpg,9
oregon_wildlife/raccoon/d7f4c269c35b04c210.jpg,5
oregon_wildlife/red_fox/eef16a2b17365ec7ef.jpg,7
oregon_wildlife/virginia_opossum/e5e7869676fe0f8497.jpg,9
oregon_wildlife/black_bear/c4f147e8c16312e098.jpg,1
oregon_wildlife/deer/2b29f6a7c787fb5b8e.jpg,3
oregon_wildlife/sea_lions/0d71687d0a81b4dae9.jpg,8
oregon_wildlife/black_bear/defadd443a5e01b77a.jpg,1
oregon_wildlife/sea_lions/ddc9f527725b6465c6.jpg,8
oregon_wildlife/virginia_opossum/9e6705350d2c12e589.jpg,9
oregon_wildlife/red_fox/56a0df2b66c67a8fbd.jpg,7
oregon_wildlife/raccoon/9f1eb31c3ed65585dc.jpg,5
oregon_wildlife/red_fox/ca168474a51f0af37a.jpg,7
oregon_wildlife/red_fox/b53c694418cd24a984.jpg,7
oregon_wildlife/red_fox/7f8fe06e28e45af249.png,7
oregon_wildlife/cougar/830ed8b052b3492d62.jpg,2
oregon_wildlife/red_fox/feba04ffd8bd893b4d.jpg,7
oregon_wildlife/red_fox/ad78acf548308d02ed.jpg,7
oregon_wildlife/bald_eagle/278301248404ed6866.jpg,0
oregon_wildlife/deer/5c684e309b46fb18e7.jpg,3
oregon_wildlife/sea_lions/6609d58a72ad22d138.jpg,8
oregon_wildlife/black_bear/7deeebdd681691ec1f.jpg,1
oregon_wildlife/black_bear/9289e3836a92c18469.JPG,1
oregon_wildlife/nutria/b6402cb51e273bfd57.jpg,4
oregon_wildlife/deer/213ea9c646f644ee09.jpg,3
oregon_wildlife/deer/1eebde8f759139ebcf.jpg,3
oregon_wildlife/red_fox/85e2cb887136f319f4.jpg,7
oregon_wildlife/cougar/e7741d231af8f6205a.jpg,2
oregon_wildlife/bald_eagle/cd794f557f6f360b9a.jpg,0
oregon_wildlife/virginia_opossum/69565fccbcda24a77f.jpg,9
oregon_wildlife/bald_eagle/fc11bf5651c77c725e.jpg,0
oregon_wildlife/bald_eagle/550649d98c89e0b8ab.jpg,0
oregon_wildlife/black_bear/1f9d41096a95bc630a.jpg,1
oregon_wildlife/deer/01170a45fe2fad9e7b.jpg,3
oregon_wildlife/cougar/4d8de149c74cb2f04d.jpg,2
oregon_wildlife/deer/37aa56aff7069e99aa.jpg,3
oregon_wildlife/raven/cd32cb9c26d8903eb4.jpg,6
oregon_wildlife/raven/f05e16f15d232a0170.jpg,6
oregon_wildlife/raccoon/4defd265747cd5869c.jpg,5
oregon_wildlife/raven/1e6dcd844e9e7290af.jpg,6
oregon_wildlife/red_fox/a18cfb67b1db40a23b.JPG,7
oregon_wildlife/raccoon/767cc5afaf8af58290.jpg,5
oregon_wildlife/red_fox/d86eaf9f1c7e8e77d6.jpg,7
oregon_wildlife/black_bear/52db1ee8e28dfdc96f.jpg,1
oregon_wildlife/raccoon/10f4569550de044bda.jpg,5
oregon_wildlife/deer/54de931783aa09e266.jpg,3
oregon_wildlife/cougar/f5eb8093a54c7b513f.jpg,2
oregon_wildlife/cougar/2c88a55d6d02c1cc3a.jpg,2
oregon_wildlife/bald_eagle/498b9e364db89550e6.jpg,0
oregon_wildlife/nutria/59843093ef3912a1e1.jpg,4
oregon_wildlife/virginia_opossum/c57f1de93af5c63eb7.jpg,9
oregon_wildlife/virginia_opossum/21574b7f2d8d64dbe7.jpg,9
oregon_wildlife/sea_lions/ca5d8a0790ef922b93.jpg,8
oregon_wildlife/bald_eagle/ba2e5c931552483cfa.jpg,0
oregon_wildlife/sea_lions/e8dff95b4b3f2d6844.jpg,8
oregon_wildlife/deer/fc775adddddf938ed8.jpg,3
oregon_wildlife/red_fox/8cd867710ab30ffdd8.jpg,7
oregon_wildlife/cougar/238c11d261922b2be8.jpg,2
oregon_wildlife/cougar/4794c951a3cc8dff03.JPG,2
oregon_wildlife/black_bear/1768efa31bc6505ab2.jpg,1
oregon_wildlife/virginia_opossum/3ad9502698871fa936.jpg,9
oregon_wildlife/raccoon/7371fb4d9d0e4a3a2c.jpg,5
oregon_wildlife/virginia_opossum/958b444559243d9232.jpg,9
oregon_wildlife/black_bear/0ec48a9342d5c34747.jpg,1
oregon_wildlife/cougar/5bfd90b11ed7ca3b61.jpg,2
oregon_wildlife/sea_lions/db63d35f364ebdea46.jpg,8
oregon_wildlife/bald_eagle/b033d6f9edfd1f6ab7.jpg,0
oregon_wildlife/bald_eagle/db894474709e088a10.jpg,0
oregon_wildlife/deer/c1f64e65d78e5bb050.jpg,3
oregon_wildlife/virginia_opossum/71a108488348f7ccbb.JPG,9
oregon_wildlife/red_fox/c0a000c25556499bc2.jpg,7
oregon_wildlife/black_bear/0ae0333c7bb4afc6ae.jpg,1
oregon_wildlife/bald_eagle/aec9f642d6b3b4d2ca.jpg,0
oregon_wildlife/virginia_opossum/fc55a2a1f9b466b978.jpeg,9
oregon_wildlife/cougar/dd4f61c48a9954a2be.jpg,2
oregon_wildlife/deer/efbf79085097853bc6.png,3
oregon_wildlife/sea_lions/9bd73794230a7d9d50.jpg,8
oregon_wildlife/bald_eagle/ee7c0d33e74daa0b7b.png,0
oregon_wildlife/deer/45c79ae90310664f3a.jpg,3
oregon_wildlife/raven/d0648cc44581e37c33.jpg,6
oregon_wildlife/red_fox/dc11f7919afd12b276.jpg,7
oregon_wildlife/sea_lions/b6d7db05b420a4b267.jpg,8
oregon_wildlife/sea_lions/f2220ae66c54e47843.jpg,8
oregon_wildlife/bald_eagle/3da3998fd962ca20d5.jpg,0
oregon_wildlife/virginia_opossum/4869f280d8aff81e18.jpg,9
oregon_wildlife/red_fox/68dd6a6711bea4b2d0.jpg,7
oregon_wildlife/cougar/b363fb14b6f0d69674.jpg,2
oregon_wildlife/virginia_opossum/45cc9f85662492e28b.jpg,9
oregon_wildlife/nutria/63f343ef77f6343325.jpg,4
oregon_wildlife/red_fox/d07b2f8d4ad5512fe3.jpg,7
oregon_wildlife/deer/9c3a0ecea599a867f2.jpg,3
oregon_wildlife/virginia_opossum/a32f02787c81d4bc84.jpeg,9
oregon_wildlife/sea_lions/d8f0982a3ba4a6c268.jpg,8
oregon_wildlife/deer/b5085914c467c88ffc.jpg,3
oregon_wildlife/black_bear/265f8eabb354de8e62.jpg,1
oregon_wildlife/bald_eagle/0db71df03d631dfe94.jpg,0
oregon_wildlife/red_fox/8582235ea0ca4b85ea.jpg,7
oregon_wildlife/raccoon/eccabb83234e1d0282.jpg,5
oregon_wildlife/bald_eagle/bb74c78bb4ef53038f.jpg,0
oregon_wildlife/black_bear/91a740cc2124ee0a40.jpg,1
oregon_wildlife/sea_lions/afdf573db7fac2a613.jpg,8
oregon_wildlife/black_bear/01712240855705059e.jpg,1
oregon_wildlife/raven/fc659796db407afb8c.jpg,6
oregon_wildlife/sea_lions/db64ba2d7ddf57d3a9.jpg,8
oregon_wildlife/bald_eagle/281ac47a3399e1a546.jpg,0
oregon_wildlife/raven/86e1f149a3f4fd1940.jpg,6
oregon_wildlife/cougar/ca727c649e60bdc621.jpg,2
oregon_wildlife/raven/ccf4952fadf07e9bb3.jpg,6
oregon_wildlife/raccoon/1bb416cc98c65c07e1.jpg,5
oregon_wildlife/deer/a49d13d6ead02a72c4.jpg,3
oregon_wildlife/deer/e4aef5dc4b88c3b86e.jpg,3
oregon_wildlife/raccoon/9de22c616d82c65d3b.png,5
oregon_wildlife/raven/54b0ccac87c38a1f4a.jpg,6
oregon_wildlife/black_bear/adb03a9ce01ef36d5a.png,1
oregon_wildlife/deer/992a21f81aba8b186c.jpg,3
oregon_wildlife/nutria/e34642238e2d996a9e.jpg,4
oregon_wildlife/cougar/1e9087ede5bd91f5af.JPG,2
oregon_wildlife/raccoon/6274877b59daa67b61.jpg,5
oregon_wildlife/deer/1f7e446f25d5f7d612.jpg,3
oregon_wildlife/black_bear/13a7043bef455a2150.jpg,1
oregon_wildlife/raven/36584df5931e544d46.jpg,6
oregon_wildlife/nutria/6e233adb3c95a9f098.jpg,4
oregon_wildlife/bald_eagle/dd32e17e3a2e4ae7ed.jpg,0
oregon_wildlife/virginia_opossum/6813e0077cbdd0b6b3.jpg,9
oregon_wildlife/black_bear/d79521d05b59f112c5.jpg,1
oregon_wildlife/raccoon/a53bd1f4b8a9f551a9.jpg,5
oregon_wildlife/raccoon/94e7162e8b1caacf57.jpg,5
oregon_wildlife/raven/10a1d165acc015011c.jpg,6
oregon_wildlife/virginia_opossum/6b6094a30ae1c55192.jpg,9
oregon_wildlife/black_bear/1b0f188540c6b5e72e.jpg,1
oregon_wildlife/red_fox/804654aefefd78b0da.jpg,7
oregon_wildlife/cougar/784eb7e7d5f93ec178.jpg,2
oregon_wildlife/virginia_opossum/22bfa8e3c64f9f35db.jpg,9
oregon_wildlife/raven/6ec4e4e178a26afa0a.jpg,6
oregon_wildlife/deer/3abd513a75ccd6049e.jpeg,3
oregon_wildlife/sea_lions/3abccf0f4783fbcd36.jpg,8
oregon_wildlife/nutria/e422663baa1bf3db07.jpg,4
oregon_wildlife/sea_lions/2dbfb6220e40abea85.jpg,8
oregon_wildlife/black_bear/2163ff6f871eb4d902.jpg,1
oregon_wildlife/raccoon/bedb455559bf7897ab.jpg,5
oregon_wildlife/virginia_opossum/2ab7ad3caae990b88a.jpg,9
oregon_wildlife/deer/e8a94d7a0387a7e624.jpg,3
oregon_wildlife/virginia_opossum/e004533a6babf08fee.jpg,9
oregon_wildlife/deer/2c0681028dec6cbe67.jpg,3
oregon_wildlife/red_fox/80b89df96ffdaedd25.jpg,7
oregon_wildlife/nutria/1308cff394f5f8b3e7.jpg,4
oregon_wildlife/bald_eagle/056c89e037e83fea0b.jpg,0
oregon_wildlife/deer/0f42320a8605754a9c.jpg,3
oregon_wildlife/nutria/130f03876b67c4f03e.jpg,4
oregon_wildlife/black_bear/17d1da289e0bb396b0.jpg,1
oregon_wildlife/raccoon/27ab1b98747226c560.jpg,5
oregon_wildlife/nutria/e667f79020cd101321.jpg,4
oregon_wildlife/raccoon/4ad187d3ba57f85660.jpg,5
oregon_wildlife/bald_eagle/9435c114f438135c39.png,0
oregon_wildlife/virginia_opossum/97c4322df3e78a56d2.jpg,9
oregon_wildlife/bald_eagle/718589b6edecc2e4c3.jpg,0
oregon_wildlife/cougar/b3a73b9cf432651797.jpg,2
oregon_wildlife/red_fox/6016efea26d843adf4.jpg,7
oregon_wildlife/cougar/c028815f898e11a7f0.jpg,2
oregon_wildlife/deer/26d1317de84ed0f02c.jpg,3
oregon_wildlife/deer/2692ec9c3f59d66ece.jpg,3
oregon_wildlife/virginia_opossum/f887900a82c28e88dc.jpg,9
oregon_wildlife/nutria/ec36203e0b83ee676e.jpg,4
oregon_wildlife/sea_lions/cfc2d03478f5cc9f5c.jpg,8
oregon_wildlife/raven/1368474a31244a9dd3.jpg,6
oregon_wildlife/deer/82bfb6cc4a14acd2f9.jpg,3
oregon_wildlife/deer/3624c6c2e8c378e6c4.jpg,3
oregon_wildlife/black_bear/e53877f62b6d4ebe99.jpg,1
oregon_wildlife/red_fox/00bf553642a4e8a9ec.jpg,7
oregon_wildlife/sea_lions/0f1bc349ae8ab8d6fb.jpg,8
oregon_wildlife/raccoon/3a12aa180e8a10703f.jpg,5
oregon_wildlife/bald_eagle/b4ade933f48ddeb6c3.jpeg,0
oregon_wildlife/raccoon/b7766353ad3caf2d18.png,5
oregon_wildlife/raven/6cf5bd334f84e45f94.jpg,6
oregon_wildlife/red_fox/83144d796d59b332dc.jpg,7
oregon_wildlife/sea_lions/dd48287e9d98dc9d37.jpg,8
oregon_wildlife/virginia_opossum/f910c503bb70b92260.jpg,9
oregon_wildlife/virginia_opossum/cc2b2eb7bd2509d4ec.jpg,9
oregon_wildlife/sea_lions/4fc11072c17b49fa4e.jpg,8
oregon_wildlife/bald_eagle/7740fc8a27e2fa9032.jpg,0
oregon_wildlife/raccoon/8ca8f1445ac20797e0.jpeg,5
oregon_wildlife/virginia_opossum/20ab242a0a0ca8d7f9.jpg,9
oregon_wildlife/red_fox/68062b04f846bf4584.jpg,7
oregon_wildlife/black_bear/3d2abb9d99a7de3ff7.jpg,1
oregon_wildlife/cougar/67c9cc9c7266f5044a.jpg,2
oregon_wildlife/sea_lions/3276ebac8759b5b690.jpg,8
oregon_wildlife/deer/a633d88eab31852d95.jpg,3
oregon_wildlife/raven/bc1f4aaaf892fbf95b.jpg,6
oregon_wildlife/red_fox/8fba11eb902eb3c3c8.jpg,7
oregon_wildlife/bald_eagle/ba0f91e95274e5f19d.jpg,0
oregon_wildlife/raccoon/f266f5051936b7ce85.jpg,5
oregon_wildlife/nutria/8c768c68574893ea95.jpg,4
oregon_wildlife/cougar/f8e89950929b0c1dd1.jpg,2
oregon_wildlife/black_bear/4664fb4676812aa3b1.jpg,1
oregon_wildlife/sea_lions/6d55fc0200a80d63c3.jpg,8
oregon_wildlife/sea_lions/1439dc9268046b8bee.jpg,8
oregon_wildlife/deer/167767009307a0cfdc.jpg,3
oregon_wildlife/cougar/54f26bead419a8e8ef.jpg,2
oregon_wildlife/bald_eagle/7f5dde4a2191dd1480.jpg,0
oregon_wildlife/nutria/a5ee6b760c9c3b4bfe.jpg,4
oregon_wildlife/raccoon/d21048f39a1670f43e.jpg,5
oregon_wildlife/raccoon/9a87af5ec498026b5c.jpg,5
oregon_wildlife/raccoon/8b7324a3bbf8e4fa06.jpg,5
oregon_wildlife/bald_eagle/d3498969db80f813e6.jpg,0
oregon_wildlife/nutria/e3d0dec7359188772b.jpg,4
oregon_wildlife/virginia_opossum/fcfadc1163da74741b.jpg,9
oregon_wildlife/red_fox/df4fc82f6f9ab1cbe2.jpg,7
oregon_wildlife/black_bear/013418015200e87907.jpg,1
oregon_wildlife/black_bear/100cd79bc4c3f19eaa.jpg,1
oregon_wildlife/red_fox/3aad48bc7011708e99.jpg,7
oregon_wildlife/sea_lions/2f6952fa580ad9fef2.jpg,8
oregon_wildlife/bald_eagle/b0ee024aa2565daeb7.jpg,0
oregon_wildlife/bald_eagle/549ad3ddd782b9c5e9.jpg,0
oregon_wildlife/nutria/41244cfc88857db20d.jpg,4
oregon_wildlife/virginia_opossum/cd6d2d54fc7a94252f.jpg,9
oregon_wildlife/red_fox/c3b54441566f56409b.jpg,7
oregon_wildlife/black_bear/f6c0c548bd6bcabe90.jpg,1
oregon_wildlife/raccoon/0058b225d537a34fdf.jpg,5
oregon_wildlife/black_bear/b0d4dd0b9d2ea6af0c.jpg,1
oregon_wildlife/sea_lions/01f4b03e980a35e904.jpg,8
oregon_wildlife/cougar/95f457ea9e3893ec07.jpg,2
oregon_wildlife/red_fox/9cf28d141f49ade85b.jpg,7
oregon_wildlife/deer/f0bfec2492ae23c67a.jpg,3
oregon_wildlife/red_fox/b7cdc930840820d6c4.jpg,7
oregon_wildlife/bald_eagle/c486d85a88826bd899.jpg,0
oregon_wildlife/raven/d1c7d9917601b2583c.jpg,6
oregon_wildlife/red_fox/7f409acd3c7f3eaa6c.png,7
oregon_wildlife/nutria/343b391c8770a7f57e.jpg,4
oregon_wildlife/deer/422d0ab3e1d73f5b2c.jpg,3
oregon_wildlife/raccoon/8cfff96e2d08509af5.jpg,5
oregon_wildlife/red_fox/b9fa9e114f555084ed.jpg,7
oregon_wildlife/deer/d0cb18878073ff3d1c.JPG,3
oregon_wildlife/nutria/de27e7a3e2247e2c97.jpg,4
oregon_wildlife/virginia_opossum/35915545358f20269a.jpg,9
oregon_wildlife/sea_lions/f8e4660618f9f38eaa.jpg,8
oregon_wildlife/deer/767af874e17801bcfe.jpg,3
oregon_wildlife/sea_lions/f7b71d807e7fd55652.jpg,8
oregon_wildlife/nutria/dc58f7c17ee9470f36.jpeg,4
oregon_wildlife/virginia_opossum/c0c7728f711ba7f12d.jpg,9
oregon_wildlife/raven/f3038ff5bc7b583113.jpg,6
oregon_wildlife/raccoon/0b46a37d4b204a5a73.jpg,5
oregon_wildlife/sea_lions/55ff0157d664b9eb52.jpg,8
oregon_wildlife/black_bear/60a57761d802203525.png,1
oregon_wildlife/virginia_opossum/a1a46195246a04c33b.jpg,9
oregon_wildlife/deer/6fd287e970b269f2ff.jpg,3
oregon_wildlife/cougar/8dea80687ca68496d6.jpg,2
oregon_wildlife/cougar/1013f2fe70e86d630e.jpg,2
oregon_wildlife/raven/61dfbe25a25dc34cf5.jpg,6
oregon_wildlife/raven/b5bfdfd765aa4d6b3e.jpg,6
oregon_wildlife/sea_lions/74a1cbec3449631a66.jpg,8
oregon_wildlife/sea_lions/54b023f12bee536dbf.jpg,8
oregon_wildlife/black_bear/d00f62c4ec9bee1d77.jpg,1
oregon_wildlife/nutria/560627eaed4966b78d.jpg,4
oregon_wildlife/sea_lions/17be8158a3b5bb6b37.jpg,8
oregon_wildlife/black_bear/1ec2986728d21e7da3.jpg,1
oregon_wildlife/red_fox/01f9a779f446ce373f.jpg,7
oregon_wildlife/sea_lions/4cb94e470756cd4118.png,8
oregon_wildlife/virginia_opossum/94c40d216920581bd4.jpg,9
oregon_wildlife/raven/bd65b337223a2c503a.jpg,6
oregon_wildlife/bald_eagle/452ed12e1ce51d4369.jpg,0
oregon_wildlife/raven/b5e9eb21664969113e.jpg,6
oregon_wildlife/bald_eagle/6d8356e55695ddf3e6.jpg,0
oregon_wildlife/virginia_opossum/2c651254ddf99dc968.jpg,9
oregon_wildlife/raven/07a8180c1901342de6.jpg,6
oregon_wildlife/red_fox/22056cae579fb2f0ce.jpg,7
oregon_wildlife/nutria/45e4101f43a15557e7.jpg,4
oregon_wildlife/deer/1cf5de8a222a430582.jpg,3
oregon_wildlife/cougar/cb7f40771a1ff0586e.jpg,2
oregon_wildlife/deer/f57f617937cefab1f1.jpg,3
oregon_wildlife/sea_lions/2da16cb43f82b0090b.jpg,8
oregon_wildlife/virginia_opossum/e3510619995e4a54d1.jpg,9
oregon_wildlife/bald_eagle/2a4611a8c921ae9661.jpg,0
oregon_wildlife/red_fox/2b4976bf2d5ebbdeab.jpg,7
oregon_wildlife/red_fox/08e4edfdba3d12d3c9.jpg,7
oregon_wildlife/bald_eagle/019edce49ef404db98.jpg,0
oregon_wildlife/raven/093a31583e514d7fca.jpg,6
oregon_wildlife/cougar/f1d988cf02f639e608.jpg,2
oregon_wildlife/black_bear/6d78d9f42e9eae7486.jpg,1
oregon_wildlife/nutria/76b35baae82278e891.jpg,4
oregon_wildlife/red_fox/bb0f7863cd7a887885.jpg,7
oregon_wildlife/deer/80d4b525637dea6877.jpg,3
oregon_wildlife/raccoon/85ef214536dcd4dd93.jpg,5
oregon_wildlife/bald_eagle/0da854bf125fd9e31b.jpg,0
oregon_wildlife/nutria/112595d6e7cb7d734a.jpg,4
oregon_wildlife/deer/016e2ac4dcbe9fb5bc.jpg,3
oregon_wildlife/cougar/7a67b668e29d2a46d8.jpg,2
oregon_wildlife/red_fox/679eb485cf3d9956bf.jpg,7
oregon_wildlife/sea_lions/dc4db8e94bde84659b.jpg,8
oregon_wildlife/bald_eagle/d82f49e046a901824f.jpg,0
oregon_wildlife/virginia_opossum/3f5bcd532279e8c54b.JPG,9
oregon_wildlife/sea_lions/4c922780ca78b04835.jpg,8
oregon_wildlife/raccoon/63509f416b84c15802.JPG,5
oregon_wildlife/bald_eagle/d3151ba6e4aed2120b.jpg,0
oregon_wildlife/nutria/2ea9111a53dc829571.jpg,4
oregon_wildlife/black_bear/0f3ae3f85242392346.jpg,1
oregon_wildlife/cougar/9a6af0174e4bb62b22.jpg,2
oregon_wildlife/red_fox/8c8f7f3a597cb8c95a.jpg,7
oregon_wildlife/red_fox/6546381f201d72481d.jpg,7
oregon_wildlife/red_fox/031e38fee9a6239053.jpg,7
oregon_wildlife/nutria/5c9452f0a4b251511e.jpg,4
oregon_wildlife/deer/4f7e3e03adf3d042a8.jpg,3
oregon_wildlife/nutria/964da5896be6bbd503.jpg,4
oregon_wildlife/black_bear/d78b8de96a2e5d270f.jpg,1
oregon_wildlife/raccoon/5fc9967ea07fb2d6fc.jpg,5
oregon_wildlife/cougar/024073112964da29d1.jpg,2
oregon_wildlife/raven/49a48940ce17af6a17.jpg,6
oregon_wildlife/raccoon/16a3fbce2df27b89db.png,5
oregon_wildlife/virginia_opossum/c6d55cb4f12e05b469.jpg,9
oregon_wildlife/red_fox/3005ba086755ffa0fd.jpg,7
oregon_wildlife/raven/69a442876b38ad03ae.jpg,6
oregon_wildlife/cougar/0b12aa8a8ba1009acd.jpg,2
oregon_wildlife/bald_eagle/8eedf6ab1076727811.jpg,0
oregon_wildlife/nutria/1a43f7934db695bd48.jpg,4
oregon_wildlife/nutria/4a64f1efbb7b34eb36.jpg,4
oregon_wildlife/deer/f0dbe1e520cd066ac1.jpg,3
oregon_wildlife/black_bear/da889869203cb414cf.jpg,1
oregon_wildlife/red_fox/bfb83baab217db1198.jpg,7
